"display_name","reputation","views","up_votes","down_votes"
"LKM",101,0,0,0
"RainerB",1,0,0,0
"JesperE",101,0,1,0
"webjunkie",108,0,1,0
"dermatthias",101,1,0,0
"Marek Grzenkowicz",285,18,88,0
"Peter Stuifzand",101,0,7,0
"Kleist",101,1,1,0
"Farseeker",123,1,4,0
"Juha SyrjÃ¤lÃ¤",100,2,1,1
"KahWee Teng",101,5,1,0
"Stewart Robinson",101,0,1,0
"davewasthere",101,0,0,0
"Epeli",133,2,4,0
"user1242",101,0,7,1
"W_Whalley",131,4,9,0
"Andrew Lewis",141,2,10,0
"j0rd4n",168,5,18,0
"Steve K",101,0,0,0
"Linus UnnebÃ¤ck",11,5,0,0
"Asa Ayers",120,7,14,1
"WishCow",101,0,0,0
"intlect",100,0,2,1
"bbaja42",120,3,33,0
"GogaRieger",1,0,0,0
"Tony L.",101,0,0,0
"J Wynia",101,3,0,0
"jimbo",189,12,6,1
"AnonJr",101,1,3,0
"Rob Golding",101,0,0,0
"mooware",101,0,13,0
"Ben Lings",101,0,0,0
"Larry Smithmier",103,5,2,0
"Lolindrath",101,0,1,0
"Mike",136,1,28,0
"chris",128,2,6,0
"AgentConundrum",101,0,1,0
"nos",145,0,6,0
"Voyagerfan5761",171,9,23,0
"Vlad",1,1,0,0
"Haim Evgi",101,0,0,0
"Jon",1,0,0,0
"Ruben",11,0,0,0
"supersasho",26,0,0,0
"Burly",116,5,1,0
"viraptor",205,5,3,0
"Wim Coenen",128,3,8,0
"Jason Lewis",11,0,0,0
"Akhil Mathew",123,14,1,0
"David Spillett",111,1,0,0
"Luc Stepniewski",71,3,0,0
"Jukka Matilainen",471,2,16,0
"BuZain",1,0,0,0
"Nick Presta",111,0,0,0
"Egon",108,1,1,0
"A Student at a University",158,32,11,0
"Jason Day",101,0,3,0
"cori",101,0,0,0
"Russell Myers",101,0,0,0
"aL3xa",101,0,3,0
"adante",16,3,0,0
"Ravi Gupta",101,0,0,0
"Robert Christie",136,6,9,0
"JC Denton",23,3,1,0
"Mihai LimbÄƒÈ™an",101,0,2,0
"itsaboutcode",101,0,0,0
"cadrian",101,0,0,0
"Skizz",262,12,6,0
"Piskvor",228,2,84,3
"Burak Erdem",101,0,0,0
"Graeme Donaldson",101,1,3,0
"Cros",101,0,1,0
"bmm",101,0,0,0
"grawity",101,4,18,0
"AntonioCS",154,4,18,0
"Greg Work",101,0,0,0
"huug",33,13,8,0
"dr-jan",101,0,3,0
"Ricardo Nolde",101,0,0,0
"Tim BÃ¼the",101,9,1,0
"Steve Armstrong",120,1,2,0
"Jarrett Meyer",101,0,5,0
"Petey B",99,0,0,0
"Yorgos Pagles",101,0,0,0
"Powerlord",101,1,0,0
"matt burns",111,2,0,0
"Redbeard 0x0A",101,0,0,0
"Adam Backstrom",101,0,2,0
"wahalulu",1,0,0,0
"threecheeseopera",101,0,0,0
"Diego Mijelshon",188,4,8,0
"OscarRyz",242,13,13,0
"nik",591,12,60,0
"Sergey Stadnik",235,7,2,0
"tooshel",101,0,2,0
"Supowski",128,2,4,0
"lmsasu",173,6,7,0
"Frank",31,4,2,0
"Rojan",484,16,19,0
"ZÃ¡rate",101,0,1,0
"Antoine Claval",101,0,2,0
"David B",299,8,0,1
"shodanex",115,2,0,1
"The King",101,1,0,0
"lesmana",953,13,90,2
"Regent",101,0,0,0
"Neil",101,0,0,0
"utnapistim",118,2,0,0
"kenny.r",511,13,40,0
"achiang",171,4,0,0
"Luke Girvin",101,0,6,0
"squiddle",101,0,0,0
"Spidey",101,1,1,0
"Jimmy Hedman",101,1,0,0
"cdated",111,6,0,0
"pygabriel",101,2,1,0
"anonymous",31,0,0,0
"altCognito",148,1,15,0
"Bob Herrmann",116,1,0,0
"Termo",21,0,0,0
"Takilian Rueshin",19,14,0,0
"Smandoli",190,7,4,0
"Manzabar",186,4,17,0
"Felix",142,4,6,0
"Graham Miller",101,0,0,0
"Valentin Rocher",101,1,0,0
"ubik",16,2,0,0
"darrenjw",11,1,0,0
"Ben",439,15,2,0
"jpartogi",135,9,1,0
"Fu4ny",101,0,0,0
"merriam",1,0,0,0
"cabral27",16,0,0,0
"Johan Dahlin",111,2,1,0
"Anna Lear",133,26,10,0
"Omega",153,0,4,0
"Bob",101,1,0,0
"Daniel",489,18,22,4
"VoY",123,0,4,0
"Peter Smit",1599,38,73,7
"aRagnis",101,0,1,0
"Martin BÃ¸gelund",101,0,9,0
"tadamson",101,2,1,0
"Mr Shark",109,2,2,0
"HenryHey",101,0,0,0
"Tim",105,10,2,0
"Kev",101,2,2,0
"avaddon",1,0,0,0
"GateKiller",101,0,0,0
"golu",6,0,0,0
"Martijn",101,2,8,0
"Jens Gustedt",101,1,0,0
"arielsan",11,0,0,0
"Vaolter",11,13,0,0
"user1437",101,0,0,0
"deft_code",120,16,44,4
"Znarkus",156,12,7,0
"Tumbleweed",101,3,1,0
"ubuntudroid",73,13,21,0
"bunn_online",101,0,0,0
"Carl Russmann",101,0,0,0
"Dana the Sane",111,0,2,0
"MEM",593,9,33,0
"Steve Tranby",101,0,0,0
"Toby",143,4,5,0
"Griffo",222,9,10,0
"Roalt",112,4,8,0
"Elazar Leibovich",217,8,4,0
"Zolomon",227,21,7,0
"Draco Ater",101,3,12,0
"TJ Ellis",126,1,8,0
"Jon Hadley",113,1,2,1
"zarkdav",101,1,0,0
"Sharique",111,2,2,0
"robert",101,0,1,0
"relet",118,0,0,0
"jfmessier",1248,15,65,2
"AJ Seth",101,0,0,0
"mit",162,2,3,0
"kajaco",101,4,0,0
"Kit Roed",101,1,6,0
"Tim",1217,12,148,0
"Sparafusile",101,0,0,0
"Chris Nava",101,4,19,0
"srboisvert",108,0,4,0
"ragu.pattabi",101,0,1,0
"user1477",207,0,46,1
"FerranB",101,0,4,0
"clownbaby",101,0,0,0
"mickeyf",101,0,0,0
"Internet man",23,1,1,0
"phoenix24",101,0,2,0
"Austin",6,5,0,0
"Josh Leitzel",101,2,8,0
"parxier",101,0,0,0
"Wagner Maestrelli",18,17,11,0
"yanokwa",101,1,0,0
"VarLogRant",177,9,5,0
"geofftnz",101,0,0,0
"Donny Kurnia",101,0,6,0
"Feanor",101,0,0,0
"autocrosser",21,0,0,0
"Webrsk",101,0,1,0
"signine",101,0,2,0
"Keyboardsurfer",108,13,0,0
"Marc Gravell",125,18,3,0
"ihuston",101,0,0,0
"dlanod",101,4,3,0
"DisgruntledGoat",257,26,13,6
"Khelben",116,9,0,0
"Simone Carletti",101,0,0,0
"nEJC",8,1,0,0
"Stevo",101,0,0,0
"rafek",101,0,0,0
"Ingvald",101,0,0,0
"David Collantes",101,0,0,0
"Robert VukoviÄ‡",101,0,0,0
"letronje",170,5,8,0
"Paul Biggar",148,0,2,0
"Naseer",101,0,0,0
"user1520",101,0,0,0
"Mark Biek",101,0,0,0
"Lauri",23,5,1,0
"Gopi",101,0,0,0
"mmattax",111,1,0,0
"desolat",101,0,2,0
"MiffTheFox",101,0,0,0
"Benjamin Oakes",121,5,4,0
"jsl4980",101,0,0,0
"googletorp",101,1,1,0
"sep332",101,2,1,0
"miguel.de.icaza",101,4,0,0
"w4ik",101,0,1,0
"Damien MATHIEU",131,0,0,0
"geocoin",101,0,0,0
"Daniel Schaffer",101,0,0,0
"Joshua Hudson",101,0,0,0
"yalestar",101,0,0,0
"Leigh Riffel",101,0,1,0
"Daniel Huckstep",101,0,12,0
"sagarchalise",3166,47,42,1
"Leon Nardella",352,15,79,18
"Rick H",11,5,0,0
"Rick",1036,23,60,8
"Cristian Vat",101,0,0,0
"lothar",101,0,0,0
"MaurizioPz",103,8,0,0
"bluedogs",1,0,0,0
"Bryson",101,1,1,0
"SpecKK",101,0,0,0
"jrc03c",244,3,1,1
"dpavlin",101,0,0,0
"Steve Nay",101,1,2,0
"radius",101,1,0,0
"Gabriel",155,2,1,0
"derobert",131,1,3,0
"John Fiala",101,0,0,0
"Harper Shelby",101,0,0,0
"Jon Cram",116,3,5,0
"eddiegroves",101,0,0,0
"Daryl Spitzer",90,0,10,0
"user1576",46,2,0,0
"Rob Van Dam",111,1,5,0
"user1578",1,0,0,0
"Jeremy Bicha",1709,3,160,12
"Graviton",101,0,6,0
"Matthew Flaschen",181,5,20,0
"Ramesh Soni",101,0,0,0
"Deependra Solanky",203,0,5,0
"lexu",101,0,0,0
"ianjs",1,0,0,0
"Dougnukem",101,0,0,0
"redman",148,0,6,0
"vh1",123,1,0,0
"Bruno Girin",151,2,1,0
"bobobobo",126,4,0,0
"Helvick",101,0,0,0
"hheimbuerger",135,10,3,0
"widox",1,1,0,0
"phunehehe",131,6,11,0
"PeterJCLaw",101,0,0,0
"Chris Johnston",26,8,0,0
"Ryan",101,0,1,0
"Dimitri ",101,1,0,0
"Gabriel Hurley",101,1,7,0
"Jeremy",8,1,0,0
"enkrates",1,0,0,0
"Brad Figg",455,18,11,3
"Gerald Kaszuba",100,0,4,1
"WebDevHobo",101,0,0,0
"Rakshit Pai",6,6,0,0
"CraigM",191,3,37,0
"ivoks",11,2,0,0
"Tim Jarvis",101,0,1,0
"Casey",101,0,1,0
"Brian Ortiz",101,0,0,0
"Abhinav",151,0,0,0
"debug",101,0,1,0
"David Harris",109,3,0,0
"Delan Azabani",174,3,1,0
"Xinus",101,0,3,0
"dag729",269,9,24,1
"maxschlepzig",765,12,28,4
"fseto",101,0,0,0
"Î¤Î–Î©Î¤Î–Î™ÎŸÎ¥",316,10,44,1
"crb",118,0,3,0
"ralf.w.",101,0,0,0
"Portman",101,0,1,0
"developmentalinsanity",101,0,0,0
"avakar",101,0,0,0
"Moose",101,1,0,0
"vlad b.",101,0,0,0
"Corey",143,1,1,0
"user1640",6,0,0,0
"Andy Gherna",113,5,1,0
"Hellola",250,2,0,0
"samineru",8,1,0,0
"agnul",180,8,35,0
"oshirowanen",216,5,13,0
"Frankie",101,0,0,0
"saturngod",149,6,0,0
"Ross Peoples",21,1,0,0
"achuni",21,2,0,0
"kostkon",1,0,0,0
"What",101,0,2,0
"Ken VanDine",626,24,190,4
"brousch",376,7,23,1
"mfg",128,15,14,0
"sconklin",88,5,14,0
"Jeremy Foshee",664,51,17,2
"Rahul Vyas",101,1,0,0
"timepilot",1,1,0,0
"Ryan Olson",101,0,0,0
"Ian Varley",101,0,0,0
"Travesty3",1,1,0,0
"Raphink",450,14,32,8
"Jay _silly_evarlast_ Wren",205,5,4,0
"cariboo907",21,1,1,0
"Paolo Bergantino",101,1,0,0
"Alexey Nedilko",51,1,14,0
"petrus",101,0,0,0
"Brian",108,2,1,0
"FUZxxl",209,9,21,0
"eslambasha",19,2,0,0
"landstatic",108,5,0,0
"Slavo",170,3,41,0
"Kaestur Hakarl",101,0,0,0
"Alexander Il'in",77,4,3,0
"Argalatyr",101,0,1,0
"Pointy",182,2,17,0
"Joe Simpson",155,1,9,0
"Randy Orrison",101,0,4,0
"Anders Westrup",96,0,1,0
"Matthew Steeples",101,0,0,0
"frabjous",1998,30,110,4
"NM5TF",16,4,0,0
"GreenKiwi",101,0,0,0
"Greg Grossmeier",158,2,3,0
"Tom",128,1,5,0
"Frxstrem",519,11,95,2
"Volomike",275,18,8,0
"Kariem",101,0,1,0
"alucardni",23,0,0,0
"Grizly",121,0,0,0
"Charles Ray",1,1,0,0
"Srikanth Sastry",13,3,0,0
"trouble",28,16,0,0
"eephyne",6,3,0,0
"Tower Joo",101,0,0,0
"Adam J. Forster",101,0,0,0
"andyuk",101,0,0,0
"Krishna",130,3,5,0
"Tomasz Wysocki",101,0,0,0
"Nicolas",136,1,2,0
"Adrian",101,2,1,0
"wcm",101,2,2,0
"SuperJames",116,1,13,0
"kmarsh",101,0,0,0
"Mathieu Trudel-Lapierre",821,31,77,0
"Pedro Silva",116,1,1,0
"DHamrick",101,0,0,0
"Andy Gaskell",101,0,1,0
"Saba Jamalian",33,1,10,0
"Scarlet",1,0,0,0
"Trieu",11,2,0,0
"Roland",257,7,12,0
"Ikke",303,13,13,0
"Tox'N",101,0,0,0
"mniess",665,18,28,4
"NickAldwin",101,2,1,0
"Anurag",143,0,0,0
"sai",116,0,0,0
"Peter Farmer",6,1,0,0
"Chris",123,2,22,0
"Pavitar",78,1,2,0
"Tim",101,3,8,0
"D W",150,0,16,0
"lukya",101,1,0,0
"Darel",101,0,0,0
"ubu42",187,7,21,1
"Neth",140,6,2,0
"Dante Ashton",33,4,0,0
"Graham Edgecombe",101,6,26,0
"MacThePenguin",101,0,6,0
"msergeant",101,1,1,0
"Nate",101,2,11,0
"pelms",191,5,1,0
"htanata",103,0,6,0
"Siamore",74,9,0,0
"gabkdlly",188,9,6,0
"Waggers5",101,0,1,0
"Velociraptors",101,1,2,0
"Quandary",101,0,0,0
"Michael Mrozek",107,14,4,0
"Matt Hinze",101,0,0,0
"Dirk Eddelbuettel",221,6,3,0
"AJenbo",126,4,3,0
"squelart",101,0,0,0
"UrkoM",373,11,24,0
"teeks99",151,3,24,0
"J.W.",101,0,0,0
"Stephen",101,0,5,0
"Keiji",6,1,0,0
"epsicot",1,0,0,0
"bob",72,4,0,0
"Thibaut BarrÃ¨re",101,0,0,0
"nixternal",9,0,0,0
"Matthew Brannigan",1,1,0,0
"Adrian Tarau",101,0,0,0
"Tullo",101,0,0,0
"Gert",118,2,3,0
"Andrei Rinea",101,0,0,0
"takpar",358,17,15,0
"eddy147",207,18,8,0
"sleepynate",101,1,0,0
"Herms",101,0,1,0
"Sindri Traustason",106,2,3,0
"Craig Trader",101,0,0,0
"dborba",101,0,0,0
"Wienczny",101,0,0,0
"pfctdayelise",101,0,1,0
"KronoS",116,1,0,0
"futzlarson",1,0,0,0
"Matt",1,0,0,0
"Eugene M",205,5,0,0
"MikeReedell",101,0,0,0
"jsight",101,0,0,0
"mirezus",101,0,0,0
"prosseek",308,9,18,0
"hari",151,5,0,0
"samt",101,1,1,0
"MegaHAL",101,0,0,0
"user1819",116,2,0,0
"MartyIX",101,0,6,0
"Michael Ratanapintha",101,3,0,0
"jonasl",101,0,4,0
"Phillip Hagedorn",1,0,0,0
"sBlatt",1153,47,39,1
"Kibot Rusak",26,0,0,0
"hyp3",11,0,0,0
"mFat",53,4,0,0
"Lance Richardson",101,1,0,0
"Stacey Richards",212,9,52,0
"nkr1pt",151,8,1,0
"Srinivas G",429,24,17,2
"freshnrg",18,0,1,0
"Miro",101,1,0,0
"rtperson",101,0,1,0
"kv1dr",482,8,202,4
"willjcroz",101,0,3,0
"Harrison Maseko",26,3,0,0
"igorp1024",101,0,7,0
"naaronne",33,3,3,0
"sthiers",106,1,0,0
"GSto",121,0,1,0
"Marius Balaban",66,9,58,0
"Matt Kane",101,1,0,0
"Ã¦ndrÃ¼k",8797,172,729,73
"Paul Hadfield",101,1,0,0
"aladine",3,10,0,0
"number5",101,0,6,0
"user1868",111,1,0,0
"tegbains",101,1,1,0
"Tyler Gillies",130,0,1,0
"hernan43",101,0,1,0
"runexe",1,2,0,0
"Yuvi Masory",128,1,3,0
"Stephen Orr",103,6,1,0
"kzh",273,15,14,0
"penyuan",101,2,1,0
"rasjani",101,0,0,0
"Nick Berardi",128,1,8,0
"Marc C",101,0,0,0
"Dylan Beattie",101,0,0,0
"Adam Goode",101,1,0,0
"bobince",415,18,19,1
"PaweÅ‚ GoÅ›cicki",123,1,3,0
"Yoni",101,0,0,0
"love2dance",91,2,4,0
"Phil P",131,1,2,0
"simplemotives",101,0,0,0
"therigu",28,0,0,0
"Kirill",123,4,11,0
"Jon",101,2,0,0
"rick schott",101,0,0,0
"user1906",1,0,0,0
"ossandcad",101,0,0,0
"3dinfluence",205,22,10,0
"Deadite81",391,16,75,0
"yukondude",101,0,0,0
"JshWright",101,0,0,0
"Ken Simon",518,18,76,4
"sandaru1",39,0,0,0
"Sam",101,0,0,0
"Petriborg",120,4,8,0
"Brian",153,3,5,0
"Ash M",101,1,1,0
"user1919",6,1,0,0
"Sim",101,0,0,0
"Phil Hannent",638,17,71,2
"Owen",1,0,0,0
"chillitom",101,1,0,0
"Veera",108,0,0,0
"Thariama",101,0,0,0
"Kent Boogaart",151,22,16,0
"Vass",101,0,0,0
"eteubert",101,1,0,0
"badp",1367,62,81,13
"Wabbitseason",101,1,0,0
"Levi Hackwith",147,7,9,0
"ithkuil",796,36,31,0
"Aurelio Martin",101,0,0,0
"John Weldon",101,8,2,0
"Dana",101,0,0,0
"Mite Mitreski",101,2,0,0
"silviot",101,0,7,0
"nick",101,1,2,0
"Mikel",1621,21,44,5
"Kamal",101,0,0,0
"Erik",101,0,0,0
"The Doctor What",106,6,4,0
"Andreas Roth",124,2,29,0
"Justin L.",101,0,8,0
"Ralf",620,11,48,3
"Matthew Blackford",100,13,7,0
"Simon B",274,3,13,0
"JÃ¶rg W Mittag",99,7,2,0
"jb",174,5,8,0
"monocode",111,16,5,1
"ris",71,0,13,0
"George Gesslein II",32,3,0,0
"Hew",30,10,4,0
"user1974",291,2,9,4
"Goytor",1,0,0,0
"user1978",135,3,0,0
"gsedej",402,9,35,1
"csgillespie",128,7,12,0
"gswetna",1,0,0,0
"aatdark",1173,30,41,1
"Roland Taylor",14432,309,3686,47
"klew",218,13,3,1
"Sam S",1,0,0,0
"David",101,0,0,0
"Justin Andrusk",445,9,0,0
"animaster",1,1,0,0
"Medieval",365,11,20,0
"user2009",28,5,0,0
"Macario",16,3,0,0
"Bragboy",257,8,23,0
"user2013",6,2,0,0
"zefer",36,4,0,0
"firbolg",19,4,0,0
"bhm",28,0,0,0
"guest442",103,2,0,0
"Philipp Schwarte",1,3,0,0
"cprofitt",531,9,13,3
"Nimlar",1,0,0,0
"Extender",1118,77,864,20
"Eugene",177,11,2,0
"user2029",43,1,0,0
"cortex",1,0,0,0
"user2031",11,0,0,0
"Matt Griffin",411,12,29,0
"CasCas",1,0,0,0
"Miroslav RankoviÄ‡",29,5,19,0
"Fr33d0m",51,1,0,0
"Tim Yates",126,1,4,0
"Eternal Wolf",86,0,0,0
"Eugene Lazutkin",101,0,15,0
"Martin Hollingsworth",101,0,2,0
"Rezn0r",6,4,0,0
"Pascal Thivent",211,35,7,0
"Phil D.",1,0,0,0
"adred",26,2,0,0
"K. Hendrik",488,2,92,1
"DilbertDave",131,2,19,0
"Ryukage",11,2,0,0
"Ubuntourist",151,22,4,0
"roomaroo",101,0,0,0
"Joshua Flanagan",218,8,0,0
"haggai_e",126,1,10,0
"VÃ¡clav BohÃ¡Ä",51,3,1,0
"Akedemo",11,4,0,0
"Troggy",101,0,0,0
"danivovich",101,2,1,0
"Bart van Heukelom",309,30,11,0
"user2072",36,0,0,0
"Randy Stegbauer",101,0,0,0
"MichaelMS",2329,7,1004,6
"Matt H",101,0,0,0
"Arky",16,2,0,0
"Andrew",149,4,1,0
"jdkoftinoff",101,0,0,0
"Richard",101,0,0,0
"mropa",153,8,25,0
"Paddy Landau",16,1,4,0
"daremon",101,2,0,0
"Mitchell McKenna",91,0,3,0
"richs-lxh",41,1,0,0
"Jens",41,7,6,0
"Adrian Lynch",101,0,0,0
"Judson",1,0,0,0
"pierre",101,0,0,0
"sommer",11,0,0,0
"Shane",101,4,0,0
"ELadner",31,0,0,0
"mocj",101,0,1,0
"Rixius",101,1,0,0
"user2109",101,3,0,0
"ken",101,0,0,0
"Robert Harvey",101,2,0,0
"TM",280,2,8,0
"emills",101,0,0,0
"user2117",21,4,0,0
"Andrew Gaydon",1,0,0,0
"Nathan Hartley",101,0,1,0
"peck",131,6,14,0
"RadiantHex",133,24,1,0
"Andrew Larned",1,0,0,0
"roktechie",18,3,0,0
"delimiter",129,0,0,0
"user2132",21,1,1,0
"N.C. Weber",63,3,2,0
"Dominik",151,0,1,0
"NightwishFan",1853,95,81,4
"Evan Plaice",380,17,33,3
"c.sokun",182,6,9,0
"Glen Withrow",36,0,0,0
"ethana2",160,11,0,0
"nickname",101,1,2,0
"Mez",109,2,9,0
"Radu",31,3,0,0
"peje",1,0,0,0
"Ramesh Vel",103,11,14,0
"Workshop Alex",101,0,0,0
"Zorak",1,0,0,0
"raphsabb",1,0,0,0
"Gacek",101,0,1,0
"bill weaver",101,0,1,0
"ThomasGHenry",101,0,0,0
"stighy",147,6,1,0
"tgm4883",376,3,14,2
"Rick",11,9,0,0
"David Grellscheid",101,9,3,0
"Srikar",101,1,2,0
"HughH",48,22,2,0
"memilanuk",36,2,0,0
"Phi",18,5,0,0
"TGP1994",16,2,0,0
"BillThor ",1170,10,13,1
"Travis Watkins",563,12,11,0
"PocketSam",109,13,13,0
"Paul Fisher",228,8,12,0
"mgunes",4597,124,386,76
"Åukasz Klich",1,0,0,0
"Christopher Parker",116,4,7,0
"oracle certified professional",101,0,2,0
"KyleFarris",101,5,0,0
"Jon",153,6,1,0
"Bernard Decock",129,14,94,0
"Ingo Gerth",1391,108,96,9
"Bigwave",111,6,0,0
"r00fus",155,4,8,0
"Juliano",101,14,5,0
"Anders",101,2,1,0
"Olivier Payen",101,0,0,0
"Kowh",1,0,0,0
"Habkost",108,11,7,0
"ranomore",101,0,5,0
"thunderror",109,12,7,0
"orokusaki",128,7,4,0
"Lucas Meijer",126,2,0,0
"Anduril",21,2,0,0
"Matchu",101,0,5,0
"Mark",101,0,0,0
"Mihai CapotÄƒ",393,13,108,4
"Ziggamorph",121,2,1,0
"kvz",21,2,0,0
"Jacob Peddicord",1504,28,135,14
"Tim Wardle",101,0,1,0
"wallyqs",101,0,0,0
"shogun",279,11,3,0
"Jeremy Hajek",67,13,0,0
"Nicke",292,27,4,0
"johnwards",101,0,0,0
"Torsten Spindler",1,0,0,0
"Avinash Sonee",11,6,0,0
"Tao",101,5,4,0
"alexpotato",92,7,3,0
"tomwolber",64,10,0,0
"Correl",31,0,0,0
"jetxee",143,4,13,0
"darbat",101,1,0,0
"Homer J. Simpson",133,7,5,0
"user2249",1,0,0,0
"Mark L",101,0,1,0
"mark",151,9,3,0
"freiheit",101,0,2,0
"Walt Stoneburner",111,2,0,0
"Robert Edward Danhof",86,5,3,0
"Brian Carlton",101,0,0,0
"MattSmith",101,0,7,0
"kervam",11,2,0,0
"eksortso",101,0,22,0
"ion3",41,3,7,0
"danne",145,7,13,0
"Tim Bielawa",191,0,0,0
"queen3",101,1,0,0
"Sebastian ThÃ¼rrschmidt",41,4,0,0
"Greg",101,0,0,0
"Hemant",101,0,0,0
"Guillaume",6,1,0,0
"user2270",11,0,0,0
"creade",28,3,0,0
"Ciaran Archer",113,6,2,0
"Adam Monsen",265,5,17,0
"Jon Sagara",101,0,1,0
"skypemesm",55,7,5,0
"jwwishart",101,0,0,0
"mezmo",101,0,0,0
"AaronMcSmooth",101,2,0,0
"Ryan Tenney",101,0,0,0
"jake",101,0,0,0
"Ashok",101,0,1,0
"Dipish",1,0,0,0
"dtlussier",101,0,0,0
"Manish Mathai",1,0,0,0
"Skomli",1,0,0,0
"sukrit",16,9,0,0
"David Krider",157,5,3,1
"William Pietri",101,0,0,0
"pwnguin",249,20,10,0
"Walter",101,0,0,0
"Chris S.",16,4,0,0
"Mike",409,26,2,0
"David",28,5,1,0
"Michael Brewer-Davis",101,0,0,0
"KalEl",101,0,0,0
"Edd Turtle",1,1,0,0
"Nishant",21,3,0,0
"Traveling Tech Guy",113,17,0,0
"serfus",1,1,0,0
"MighMoS",111,5,3,0
"Good Time Tribe",101,3,4,0
"Detnuomnu",478,10,93,1
"Christopher Cashell",101,1,0,0
"koanhead",955,44,105,5
"user2316",100,2,27,1
"paul.meier",11,3,0,0
"Novelocrat",113,12,2,0
"suhridk",123,12,16,0
"eolo999",1,0,0,0
"Kevin",101,0,0,0
"palhmbs",226,5,2,0
"jmtd",245,24,10,6
"Bernd",36,14,0,0
"alci",16,0,1,0
"Olivier Lalonde",3121,86,214,15
"BrianH",108,6,2,0
"Kyle Brandt",111,5,7,0
"Robert",28,2,0,0
"Vilmantas Baranauskas",439,47,42,6
"j-g-faustus",1499,22,470,0
"Patch",171,0,10,0
"JustinP8",101,2,0,0
"killown",136,1,0,0
"spayk",35,5,12,0
"Sinon",1,0,0,0
"Yanick Rochon",140,17,11,0
"wgrant",121,4,1,0
"smw",26,9,0,0
"thejeswar",68,3,1,0
"akent",101,0,3,0
"Mika Fischer",101,0,4,0
"Chris",202,3,1,0
"Flimm",555,0,46,4
"Inaimathi",131,7,2,0
"Frank",56,4,0,0
"AlexN",21,2,0,0
"Aputsiaq",149,2,0,0
"jumbli",261,8,7,0
"Callum Rogers",185,6,19,0
"lionm2",13,1,0,0
"user2367",181,6,9,0
"Florian Diesch",4081,17,115,5
"Matt Kantor",1,0,0,0
"danielrmt",41,0,0,0
"ICR",101,0,0,0
"Josh",333,6,15,0
"Nighthawk",101,0,6,0
"Sujee",101,0,0,0
"Johan Harjono",1,1,0,0
"Paul Crowley",201,9,0,0
"mtrw",108,0,3,0
"e.m.fields",515,27,137,0
"Benoit Vidis",101,0,0,0
"dr Hannibal Lecter",198,26,72,0
"Rosco",8,1,0,0
"sil",1129,37,30,7
"ABHIDEV",51,4,0,0
"Eric Hogue",101,0,2,0
"Ivan",2574,144,147,0
"licorna",101,1,0,0
"Liedman",101,3,3,0
"Andrew J. Brehm",101,0,0,0
"dalloliogm",101,2,21,0
"ZippyV",118,5,16,0
"marc.riera",101,0,0,0
"mozillalives",101,0,3,0
"vinni_f",21,0,3,0
"Marc",123,19,1,0
"Pawan",11,0,0,0
"Ben",116,4,0,0
"piquadrat",101,0,3,0
"Yaser Sulaiman",101,0,4,0
"Chris Wilson",2278,71,776,9
"Tom",148,2,6,0
"Arkid Mitra",101,0,0,0
"slu",101,1,0,0
"dochead",31,3,0,0
"MIDoubleKO",6,5,0,0
"dkagedal",21,9,1,0
"user2413",355,25,29,1
"Devdatta Tengshe",101,1,0,0
"Kay",11,3,0,0
"yaili",1,0,0,0
"James",8,2,0,0
"Ckhrysze",1,0,0,0
"Zoe Gagnon",186,2,3,0
"pszilard",1,0,0,0
"Andrew Aylett",101,0,2,0
"michael.kebe",101,0,0,0
"dekomote",111,0,0,0
"thelinuxer",1,0,0,0
"user2432",245,0,16,1
"rsavu",11,3,0,0
"user2438",16,4,0,0
"Robert Gowland",130,8,5,0
"Dante Ashton",916,42,12,1
"projecktzero",101,0,0,0
"hotei",101,0,1,0
"kchau",101,0,0,0
"deizel",103,2,15,0
"Dori",101,33,0,1
"flndr",11,1,0,0
"nickvane",101,0,1,0
"Jamer",1,2,0,0
"LiorH",121,8,0,0
"Ants",816,36,92,4
"Jake Wharton",101,8,0,0
"Unknown",133,2,0,0
"Ivo Danihelka",46,7,4,0
"sebp",11,1,0,0
"David Narayan",101,0,0,0
"Tiede",61,3,0,0
"phiphi",11,0,0,0
"gabe.",128,5,3,0
"dotjoe",118,0,5,0
"jledbetter",1,0,0,0
"ixtmixilix",350,12,19,4
"Lior Cohen",101,0,0,0
"Carson Wright",21,3,0,0
"Ivo",101,0,0,0
"Manuel",111,0,2,0
"samy",101,1,0,0
"cha",116,4,4,0
"molecules",101,0,0,0
"David",291,7,61,0
"jschoen",456,9,185,0
"ustun",101,1,0,0
"Oscar Godson",426,14,16,0
"Ash G",139,17,15,1
"ajo",16,3,0,0
"dty",123,7,3,0
"Gabriel Schreiber",101,1,0,0
"Tin TvrtkoviÄ‡",20,7,12,0
"LVDave",29,8,0,0
"Matt Williamson",133,0,2,0
"JapanPro",116,1,0,0
"Frank Malina",101,0,0,0
"pike",11,0,0,0
"aleemb",101,0,0,0
"takeshin",398,32,15,0
"chrisamiller",111,1,3,0
"rami",101,0,0,0
"Matt",40,0,3,0
"desky",31,17,19,0
"Ralkie",101,0,0,0
"Carl Bergquist",101,0,0,0
"Jeremy Smyth",101,0,0,0
"sebthebert",101,0,0,0
"Jeromy Anglim",303,2,107,0
"tanathos",128,8,0,0
"Absolute",101,0,0,0
"Enekk",36,11,0,0
